Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,StdD Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length,CHI2 Test Deviation-Statuscode,CHI2 Test p
www.researchgate.net,104.17.32.105,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.09143085479736328,0.043549641690541895,0.0,0.0,434.0,0.0,1.0,0.0,23.0,0.0,9.1,14.341896666759245,0.0,1.0
www.cdc.gov,104.102.9.109,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.08578200340270996,0.0271045375006105,0.0,0.0,425.0,0.0,1.0,0.0,11.0,0.0,15026.0,0.0,0.0,1.0
www.who.int,104.18.155.21,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.09680783748626709,0.0441133523604039,0.0,0.0,425.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0
www.baidu.com,103.235.46.40,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.3219455718994141,0.0213427160287071,0.0,0.0,427.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0
www.nih.gov,2.16.204.90,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.18222415447235107,0.030871690925839506,0.0,0.0,425.0,0.0,1.0,0.0,26.0,0.0,1482.1,2.5475478405713994,0.0,1.0
www.zoom.us,170.114.52.2,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.18956210613250732,0.08239936058595974,0.0,0.0,425.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0
web.archive.org,207.241.237.3,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.3323455572128296,0.028302836023822584,0.0,0.0,429.0,0.0,1.0,0.0,16.0,0.0,15155.0,0.0,0.0,1.0
www.dropbox.com,162.125.65.18,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.936791968345642,0.1680624912270124,0.0,0.0,429.0,0.0,1.0,0.0,18.0,0.0,1247.0,2889.770786758009,0.0,1.0
www.android.com,142.251.209.142,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.05812969207763672,0.03129312204344663,0.0,0.0,429.0,0.0,1.0,0.0,16.0,0.0,555.0,0.0,0.0,1.0
www.hubspot.com,104.18.39.114,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.12855641841888427,0.056102109730045875,0.0,0.0,429.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0
www.nginx.com,185.56.152.165,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.39420175552368164,0.015999100332087117,0.0,0.0,427.0,0.0,1.0,0.0,16.0,0.0,14533.0,0.0,0.0,1.0
www.google.de,142.250.181.195,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.11690950393676758,0.02630296258878989,0.0,0.0,427.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0
www.opendns.com,146.112.62.105,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.11708853244781495,0.004982804705236758,0.0,0.0,429.0,0.0,1.0,0.0,12.0,0.0,3335.2,880.2268798440548,0.0,1.0
www.php.net,185.85.0.29,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.2123951196670532,0.025791195704548624,0.0,0.0,425.0,0.0,1.0,0.0,15.0,0.0,45944.0,0.0,0.0,1.0
www.wsj.com,18.155.153.93,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.18860833644866942,0.2481138818208219,0.0,0.0,425.0,0.0,1.0,0.0,22.7,0.45825756949558394,1870.8,4089.1704244259618,0.0,1.0
www.reuters.com,52.84.150.42,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.06917569637298585,0.011086666532659701,0.0,0.0,429.0,0.0,1.0,0.0,22.0,0.0,5797.5,7100.493817334116,0.0,1.0
www.weebly.com,74.115.50.110,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.28691649436950684,0.02585917546507611,0.0,0.0,428.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0
www.go.com,54.230.206.90,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.24197893142700194,0.10383935561761921,0.0,0.0,424.0,0.0,1.0,0.0,17.0,0.0,12485.9,2664.7531761872433,0.0,1.0
www.espn.com,52.84.150.45,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.20187890529632568,0.06725010236006447,0.0,0.0,426.0,0.0,1.0,0.0,16.0,0.0,2846.2,4659.374267001954,0.0,1.0
www.cpanel.net,104.18.35.25,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.1874309778213501,0.024456036174581208,0.0,0.0,428.0,0.0,1.0,0.0,18.0,0.0,131.3,199.9245107534341,0.0,1.0
www.un.org,54.230.206.71,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.031638479232788085,0.010882998859551699,0.0,0.0,424.0,0.0,1.0,0.0,23.0,0.0,967.0,2901.0,0.0,1.0
www.wix.com,151.101.37.84,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.05442681312561035,0.051792165095622844,0.0,0.0,425.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0
www.doi.org,18.155.145.60,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.6283575057983398,0.025489836062431256,0.0,0.0,425.0,0.0,1.0,0.0,15.0,0.0,7411.0,10728.178214403413,0.0,1.0
www.oracle.com,104.102.3.248,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.08358521461486816,0.032101056407757816,0.0,0.0,428.0,0.0,1.0,0.0,22.0,0.0,13093.9,16.58583733189253,0.0,1.0
www.shopify.com,185.146.173.20,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.6397755384445191,0.4159065945838083,0.0,0.0,429.0,0.0,1.0,0.0,15.4,0.9165151389911681,6.9,16.72393494366682,0.0,1.0
www.gov.uk,151.101.36.144,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.04464199542999268,0.02824977244956401,0.0,0.0,424.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0
www.etsy.com,151.101.37.224,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.4721057653427124,0.15741861212330419,0.0,0.0,426.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0
www.gnu.org,209.51.188.116,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.1274735689163208,0.0132187049317001,0.0,0.0,425.0,0.0,1.0,0.0,18.0,0.0,10.0,0.0,0.0,1.0
www.quantserve.com,91.228.74.206,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.03933093547821045,0.011899954087960293,0.0,0.0,432.0,0.0,1.0,0.0,9.0,0.0,295.0,0.0,0.0,1.0
www.id5-sync.com,162.19.138.83,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.03969264030456543,0.006824513413544935,0.0,0.0,430.0,0.0,1.0,0.0,6.0,0.0,25.5,4.5,0.0,1.0
www.booking.com,52.85.92.6,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.4227952003479004,0.029501867809530777,0.0,0.0,429.0,0.0,1.0,0.0,21.2,0.4,4036.7,23.723616924912612,0.0,1.0
www.slideshare.net,151.101.38.152,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.39463975429534914,0.27316064155239334,0.0,0.0,432.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0
www.stanford.edu,151.101.38.133,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.26277005672454834,0.13847518864847114,0.0,0.0,430.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0
www.media.net,3.226.3.35,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.24627912044525146,0.033757176366454346,0.0,0.0,427.0,0.0,1.0,0.0,19.0,0.0,9897.0,0.0,0.0,1.0
www.cnet.com,151.101.38.154,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.19638431072235107,0.10207304199333311,0.0,0.0,426.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0
www.canva.com,104.16.224.149,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.2144473075866699,0.07383900947103487,0.0,0.0,427.0,0.0,1.0,0.0,20.5,0.5,0.0,0.0,0.0,1.0
www.nist.gov,52.87.110.214,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.27616286277770996,0.032946727139903986,0.0,0.0,426.0,0.0,1.0,0.0,26.0,0.0,13312.0,0.0,0.0,1.0
www.sharethrough.com,63.35.51.142,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.15216031074523925,0.07003680566003306,0.0,0.0,434.0,0.0,1.0,0.0,16.0,0.0,15056.2,0.4,0.0,1.0
www.cisco.com,104.102.4.195,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.12916758060455322,0.03193293628400824,0.0,0.0,427.0,0.0,1.0,0.0,17.0,0.0,14065.0,0.0,0.0,1.0
www.amazon.de,54.192.55.99,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.09195487499237061,0.041976594492845166,0.0,0.0,427.0,0.0,1.0,0.0,16.6,5.2,5740.4,2689.2,0.0,1.0
www.behance.net,151.101.1.197,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.27499895095825194,0.24521293817744486,0.0,0.0,429.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0
www.rayjump.com,18.155.145.13,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.03989100456237793,0.024852210767291102,0.0,0.0,429.0,0.0,1.0,0.0,13.0,0.0,1751.5,1751.5,0.0,1.0
www.speedtest.net,104.18.203.232,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.13648655414581298,0.02758655610914596,0.0,0.0,431.0,0.0,1.0,0.0,16.0,0.0,470.5,1.284523257866513,0.0,1.0
www.ted.com,151.101.38.133,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.09522955417633057,0.11410753075732084,0.0,0.0,425.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0
www.statista.com,18.197.67.191,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.16651923656463624,0.02656127248138927,0.0,0.0,430.0,0.0,1.0,0.0,16.0,0.0,9761.8,3241.544347992173,0.0,1.0
www.webmd.com,104.18.34.238,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.11014223098754883,0.06422907312560626,0.0,0.0,427.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0
www.scribd.com,151.101.38.152,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.0712040901184082,0.05585575987507014,0.0,0.0,428.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0
www.addtoany.com,172.67.39.148,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.06776914596557618,0.039868737051744936,0.0,0.0,430.0,0.0,1.0,0.0,16.0,0.0,794.0,0.0,0.0,1.0
upload.fp.measure.office.com,13.107.6.163,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.03954260349273682,0.012702496483876977,0.0,0.0,442.0,0.0,1.0,0.0,6.0,0.0,7.0,0.0,0.0,1.0
www.eventbrite.com,54.230.206.64,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.18602488040924073,0.052363912458635364,0.0,0.0,432.0,0.0,1.0,0.0,24.0,0.0,8403.5,6216.619551653454,0.0,1.0
www.goodreads.com,44.215.119.15,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.3363466262817383,0.03287760160969815,0.0,0.0,431.0,0.0,1.0,0.0,17.0,0.0,18701.3,12158.581998325297,0.0,1.0
www.grammarly.com,18.213.226.101,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.2859866857528687,0.011626412073780828,0.0,0.0,431.0,0.0,1.0,0.0,12.0,0.0,14521.3,24.71861646613742,0.0,1.0
